,Date,Region,Confirmed,Deaths,Recovered
12447,05/08/2020,Bosnia and Herzegovina,2070,98,960
12448,05/08/2020,Botswana,23,1,9
12449,05/08/2020,Brazil,146894,10017,59297
12450,05/08/2020,Brunei,141,1,132
12451,05/08/2020,Bulgaria,1872,86,401
12452,05/08/2020,Burkina Faso,744,48,566
12453,05/08/2020,Burma,177,6,67
12454,05/08/2020,Burundi,15,1,7
12455,05/08/2020,Cabo Verde,230,2,44
12456,05/08/2020,Cambodia,122,0,120
12457,05/08/2020,Cameroon,2267,108,1002
12458,05/08/2020,Canada,67674,4697,30239
12459,05/08/2020,Central African Republic,143,0,10
12460,05/08/2020,Chad,260,28,50
12461,05/08/2020,Chile,25972,294,12160
12462,05/08/2020,Colombia,10051,428,2424
12463,05/08/2020,Comoros,8,1,0
12464,05/08/2020,Congo (Brazzaville),274,10,33
12465,05/08/2020,Congo (Kinshasa),937,39,130
12466,05/08/2020,Costa Rica,773,6,461
12467,05/08/2020,Croatia,2161,86,1689
12468,05/08/2020,Cuba,1741,74,1078
12469,05/08/2020,Cyprus,891,15,400
12470,05/08/2020,Czech Republic,8077,273,4413
12471,05/08/2020,Denmark,10416,522,8125
12472,05/08/2020,Diamond Princess,712,13,645
12473,05/08/2020,Djibouti,1135,3,824
12474,05/08/2020,Dominica,16,0,14
12475,05/08/2020,Dominican Republic,9376,380,2286
12476,05/08/2020,Ecuador,28818,1704,3433
12477,05/08/2020,Egypt,8476,503,1945
12478,05/08/2020,El Salvador,742,16,257
12479,05/08/2020,Equatorial Guinea,439,4,13
12480,05/08/2020,Eritrea,39,0,37
12481,05/08/2020,Estonia,1725,56,704
12482,05/08/2020,Eswatini,159,2,12
12483,05/08/2020,Ethiopia,194,4,95
12484,05/08/2020,Fiji,18,0,14
12485,05/08/2020,Finland,5738,260,4000
12486,05/08/2020,France,176202,26233,55892
12487,05/08/2020,Gabon,620,8,110
12488,05/08/2020,Gambia,20,1,9
12489,05/08/2020,Georgia,623,10,288
12490,05/08/2020,Germany,170588,7510,141700
12491,05/08/2020,Ghana,4012,18,323
12492,05/08/2020,Greece,2691,150,1374
12493,05/08/2020,Grenada,21,0,13
12494,05/08/2020,Guatemala,900,24,101
12495,05/08/2020,Guinea,2009,11,663
12496,05/08/2020,Guinea-Bissau,594,2,25
12497,05/08/2020,Guyana,94,10,35
12498,05/08/2020,Haiti,146,12,17
12499,05/08/2020,Holy See,12,0,2
12500,05/08/2020,Honduras,1771,107,192
12501,05/08/2020,Hong Kong,1044,4,960
12502,05/08/2020,Hungary,3178,392,865
12503,05/08/2020,Iceland,1801,10,1765
12504,05/08/2020,India,59695,1985,17887
12505,05/08/2020,Indonesia,13112,943,2494
12506,05/08/2020,Iran,104691,6541,83837
12507,05/08/2020,Iraq,2603,104,1661
12508,05/08/2020,Ireland,22541,1429,17110
12509,05/08/2020,Israel,16436,245,11229
12510,05/08/2020,Italy,217185,30201,99023
12511,05/08/2020,Ivory Coast,1602,20,754
12512,05/08/2020,Jamaica,490,9,62
12513,05/08/2020,Japan,15575,590,5146
12514,05/08/2020,Jordan,508,9,385
12515,05/08/2020,Kazakhstan,4834,31,1631
12516,05/08/2020,Kenya,621,29,202
12517,05/08/2020,Kosovo,861,27,562
12518,05/08/2020,Kuwait,7208,47,2466
12519,05/08/2020,Kyrgyzstan,906,12,650
12520,05/08/2020,Laos,19,0,9
12521,05/08/2020,Latvia,928,18,464
12522,05/08/2020,Lebanon,796,26,223
12523,05/08/2020,Liberia,199,20,79
12524,05/08/2020,Libya,64,3,24
12525,05/08/2020,Liechtenstein,82,1,55
12526,05/08/2020,Lithuania,1436,49,765
12527,05/08/2020,Luxembourg,3871,100,3526
12528,05/08/2020,MS Zaandam,9,2,0
12529,05/08/2020,Macau,45,0,40
12530,05/08/2020,Madagascar,193,0,101
12531,05/08/2020,Mainland China,82887,4633,77993
12532,05/08/2020,Malawi,43,3,14
12533,05/08/2020,Malaysia,6535,107,4864
12534,05/08/2020,Maldives,744,3,20
12535,05/08/2020,Mali,668,35,285
12536,05/08/2020,Malta,489,5,419
12537,05/08/2020,Mauritania,8,1,6
12538,05/08/2020,Mauritius,332,10,320
12539,05/08/2020,Mexico,31522,3160,20314
12540,05/08/2020,Moldova,4728,150,1826
12541,05/08/2020,Monaco,95,4,82
12542,05/08/2020,Mongolia,42,0,13
12543,05/08/2020,Montenegro,324,8,267
12544,05/08/2020,Morocco,5711,186,2324
12545,05/08/2020,Mozambique,82,0,27
12546,05/08/2020,Namibia,16,0,9
12547,05/08/2020,Nepal,102,0,31
12548,05/08/2020,Netherlands,42292,5377,147
12549,05/08/2020,New Zealand,1492,21,1368
12550,05/08/2020,Nicaragua,16,5,7
12551,05/08/2020,Niger,795,44,600
12552,05/08/2020,Nigeria,3912,117,679
12553,05/08/2020,North Macedonia,1586,90,1099
12554,05/08/2020,Norway,8070,218,32
12555,05/08/2020,Oman,3112,16,1025
12556,05/08/2020,Pakistan,26435,599,7530
12557,05/08/2020,Panama,8070,231,886
12558,05/08/2020,Papua New Guinea,8,0,8
12559,05/08/2020,Paraguay,563,10,152
12560,05/08/2020,Peru,61847,1714,19012
12561,05/08/2020,Philippines,10463,696,1734
12562,05/08/2020,Poland,15366,776,5184
12563,05/08/2020,Portugal,27268,1114,2422
12564,05/08/2020,Qatar,20201,12,2370
12565,05/08/2020,Romania,14811,923,6423
12566,05/08/2020,Russia,187859,1723,26608
12567,05/08/2020,Rwanda,273,0,136
12568,05/08/2020,Saint Kitts and Nevis,15,0,13
12569,05/08/2020,Saint Lucia,18,0,17
12570,05/08/2020,Saint Vincent and the Grenadines,17,0,9
12571,05/08/2020,San Marino,623,41,114
12572,05/08/2020,Sao Tome and Principe,208,5,4
12573,05/08/2020,Saudi Arabia,35432,229,9120
12574,05/08/2020,Senegal,1551,13,611
12575,05/08/2020,Serbia,9943,209,2453
12576,05/08/2020,Seychelles,11,0,8
12577,05/08/2020,Sierra Leone,257,17,54
12578,05/08/2020,Singapore,21707,20,2040
12579,05/08/2020,Slovakia,1455,26,905
12580,05/08/2020,Slovenia,1450,100,252
12581,05/08/2020,Somalia,928,44,106
12582,05/08/2020,South Africa,8895,178,3153
12583,05/08/2020,South Korea,10840,256,9568
12584,05/08/2020,South Sudan,120,0,2
12585,05/08/2020,Spain,222857,26299,131148
12586,05/08/2020,Sri Lanka,835,9,240
12587,05/08/2020,Sudan,1111,59,102
12588,05/08/2020,Suriname,10,1,9
12589,05/08/2020,Sweden,25265,3175,4971
12590,05/08/2020,Switzerland,30207,1823,26100
12591,05/08/2020,Syria,47,3,29
12592,05/08/2020,Taiwan,440,6,355
12593,05/08/2020,Tajikistan,522,12,0
12594,05/08/2020,Tanzania,509,21,183
12595,05/08/2020,Thailand,3000,55,2784
12596,05/08/2020,Timor-Leste,24,0,21
12597,05/08/2020,Togo,145,10,85
12598,05/08/2020,Trinidad and Tobago,116,8,103
12599,05/08/2020,Tunisia,1030,45,638
12600,05/08/2020,Turkey,135569,3689,86396
12601,05/08/2020,UK,212629,31316,997
12602,05/08/2020,US,1283929,77180,198993
12603,05/08/2020,Uganda,101,0,55
12604,05/08/2020,Ukraine,14195,361,2706
12605,05/08/2020,United Arab Emirates,16793,174,3837
12606,05/08/2020,Uruguay,694,18,506
12607,05/08/2020,Uzbekistan,2325,10,1775
12608,05/08/2020,Venezuela,388,10,190
12609,05/08/2020,Vietnam,288,0,241
12610,05/08/2020,West Bank and Gaza,375,2,228
12611,05/08/2020,Western Sahara,6,0,5
12612,05/08/2020,Yemen,34,7,1
12613,05/08/2020,Zambia,167,4,111
12614,05/08/2020,Zimbabwe,34,4,9
12615,05/09/2020,Afghanistan,4033,115,502
12616,05/09/2020,Albania,856,31,627
12617,05/09/2020,Algeria,5558,494,2546
12618,05/09/2020,Andorra,754,48,545
12619,05/09/2020,Angola,43,2,13
12620,05/09/2020,Antigua and Barbuda,25,3,19
12621,05/09/2020,Argentina,5776,300,1728
12622,05/09/2020,Armenia,3175,44,1267
12623,05/09/2020,Australia,6939,97,6141
12624,05/09/2020,Austria,15833,615,13928
12625,05/09/2020,Azerbaijan,2422,31,1620
12626,05/09/2020,Bahamas,92,11,37
12627,05/09/2020,Bahrain,4774,8,2055
12628,05/09/2020,Bangladesh,13770,214,2414
12629,05/09/2020,Barbados,84,7,57
12630,05/09/2020,Belarus,22052,126,6050
12631,05/09/2020,Belgium,52596,8581,13411
12632,05/09/2020,Belize,18,2,16
12633,05/09/2020,Benin,284,2,62
12634,05/09/2020,Bhutan,7,0,5
12635,05/09/2020,Bolivia,2437,114,258
12636,05/09/2020,Bosnia and Herzegovina,2090,102,1059
12637,05/09/2020,Botswana,23,1,12
12638,05/09/2020,Brazil,156061,10656,61685
12639,05/09/2020,Brunei,141,1,132
12640,05/09/2020,Bulgaria,1921,90,422
12641,05/09/2020,Burkina Faso,748,48,569
12642,05/09/2020,Burma,178,6,68
12643,05/09/2020,Burundi,15,1,7
12644,05/09/2020,Cabo Verde,236,2,56
12645,05/09/2020,Cambodia,122,0,120
12646,05/09/2020,Cameroon,2274,108,1232
12647,05/09/2020,Canada,68918,4823,31262
12648,05/09/2020,Central African Republic,143,0,10
12649,05/09/2020,Chad,322,31,53
12650,05/09/2020,Chile,27219,304,12667
12651,05/09/2020,Colombia,10495,445,2569
12652,05/09/2020,Comoros,11,1,0
12653,05/09/2020,Congo (Brazzaville),274,10,33
12654,05/09/2020,Congo (Kinshasa),937,39,130
12655,05/09/2020,Costa Rica,780,6,480
12656,05/09/2020,Croatia,2176,87,1726
12657,05/09/2020,Cuba,1754,74,1140
12658,05/09/2020,Cyprus,892,15,401
12659,05/09/2020,Czech Republic,8095,276,4447
12660,05/09/2020,Denmark,10517,526,8291
12661,05/09/2020,Diamond Princess,712,13,645
12662,05/09/2020,Djibouti,1189,3,834
12663,05/09/2020,Dominica,16,0,14
12664,05/09/2020,Dominican Republic,9882,385,2584
12665,05/09/2020,Ecuador,29071,1717,3433
12666,05/09/2020,Egypt,8964,514,2002
12667,05/09/2020,El Salvador,784,17,276
12668,05/09/2020,Equatorial Guinea,439,4,13
12669,05/09/2020,Eritrea,39,0,37
12670,05/09/2020,Estonia,1733,60,747
12671,05/09/2020,Eswatini,163,2,14
12672,05/09/2020,Ethiopia,210,5,97
12673,05/09/2020,Fiji,18,0,14
12674,05/09/2020,Finland,5880,265,4000
12675,05/09/2020,France,176782,26313,56148
12676,05/09/2020,Gabon,661,8,110
12677,05/09/2020,Gambia,20,1,9
12678,05/09/2020,Georgia,626,10,297
12679,05/09/2020,Germany,171324,7549,143300
12680,05/09/2020,Ghana,4263,22,378
12681,05/09/2020,Greece,2710,151,1374
12682,05/09/2020,Grenada,21,0,13
12683,05/09/2020,Guatemala,967,24,104
12684,05/09/2020,Guinea,2042,11,698
12685,05/09/2020,Guinea-Bissau,641,3,25
12686,05/09/2020,Guyana,94,10,35
12687,05/09/2020,Haiti,151,12,17
12688,05/09/2020,Holy See,12,0,2
12689,05/09/2020,Honduras,1830,108,195
12690,05/09/2020,Hong Kong,1044,4,967
12691,05/09/2020,Hungary,3213,405,904
12692,05/09/2020,Iceland,1801,10,1773
12693,05/09/2020,India,62808,2101,19301
12694,05/09/2020,Indonesia,13645,959,2607
12695,05/09/2020,Iran,106220,6589,85064
12696,05/09/2020,Iraq,2679,107,1702
12697,05/09/2020,Ireland,22760,1446,17110
12698,05/09/2020,Israel,16454,247,11376
12699,05/09/2020,Italy,218268,30395,103031
12700,05/09/2020,Ivory Coast,1667,21,769
12701,05/09/2020,Jamaica,490,9,62
12702,05/09/2020,Japan,15663,607,5906
12703,05/09/2020,Jordan,522,9,387
12704,05/09/2020,Kazakhstan,4975,31,1776
12705,05/09/2020,Kenya,649,30,207
12706,05/09/2020,Kosovo,862,28,622
12707,05/09/2020,Kuwait,7623,49,2622
12708,05/09/2020,Kyrgyzstan,931,12,658
12709,05/09/2020,Laos,19,0,13
12710,05/09/2020,Latvia,930,18,464
12711,05/09/2020,Lebanon,809,26,234
12712,05/09/2020,Liberia,199,20,79
12713,05/09/2020,Libya,64,3,24
12714,05/09/2020,Liechtenstein,82,1,55
12715,05/09/2020,Lithuania,1444,49,828
12716,05/09/2020,Luxembourg,3877,101,3550
12717,05/09/2020,MS Zaandam,9,2,0
12718,05/09/2020,Macau,45,0,40
12719,05/09/2020,Madagascar,193,0,101
12720,05/09/2020,Mainland China,82901,4633,78120
12721,05/09/2020,Malawi,56,3,14
12722,05/09/2020,Malaysia,6589,108,4929
12723,05/09/2020,Maldives,790,3,29
12724,05/09/2020,Mali,692,37,298
12725,05/09/2020,Malta,490,5,427
12726,05/09/2020,Mauritania,8,1,6
12727,05/09/2020,Mauritius,332,10,320
12728,05/09/2020,Mexico,33460,3353,21824
12729,05/09/2020,Moldova,4867,161,1925
12730,05/09/2020,Monaco,96,4,82
12731,05/09/2020,Mongolia,42,0,14
12732,05/09/2020,Montenegro,324,8,274
12733,05/09/2020,Morocco,5910,186,2461
12734,05/09/2020,Mozambique,87,0,34
12735,05/09/2020,Namibia,16,0,10
12736,05/09/2020,Nepal,110,0,31
12737,05/09/2020,Netherlands,42581,5441,149
12738,05/09/2020,New Zealand,1494,21,1371
12739,05/09/2020,Nicaragua,16,5,7
12740,05/09/2020,Niger,815,45,617
12741,05/09/2020,Nigeria,4151,128,745
12742,05/09/2020,North Macedonia,1622,91,1112
12743,05/09/2020,Norway,8099,219,32
12744,05/09/2020,Oman,3224,17,1068
12745,05/09/2020,Pakistan,28736,636,7809
12746,05/09/2020,Panama,8282,237,4501
12747,05/09/2020,Papua New Guinea,8,0,8
12748,05/09/2020,Paraguay,689,10,155
12749,05/09/2020,Peru,65015,1814,20246
12750,05/09/2020,Philippines,10610,704,1842
12751,05/09/2020,Poland,15651,785,5437
12752,05/09/2020,Portugal,27406,1126,2499
12753,05/09/2020,Qatar,21331,13,2449
12754,05/09/2020,Romania,15131,939,6912
12755,05/09/2020,Russia,198676,1827,31916
12756,05/09/2020,Rwanda,280,0,140
12757,05/09/2020,Saint Kitts and Nevis,15,0,14
12758,05/09/2020,Saint Lucia,18,0,17
12759,05/09/2020,Saint Vincent and the Grenadines,17,0,9
12760,05/09/2020,San Marino,637,41,126
12761,05/09/2020,Sao Tome and Principe,208,5,4
12762,05/09/2020,Saudi Arabia,37136,239,10144
12763,05/09/2020,Senegal,1634,17,643
12764,05/09/2020,Serbia,10032,215,2732
12765,05/09/2020,Seychelles,11,0,8
12766,05/09/2020,Sierra Leone,291,18,58
12767,05/09/2020,Singapore,22460,20,2296
12768,05/09/2020,Slovakia,1455,26,919
12769,05/09/2020,Slovenia,1454,101,255
12770,05/09/2020,Somalia,997,48,110
12771,05/09/2020,South Africa,9420,186,3983
12772,05/09/2020,South Korea,10874,256,9610
12773,05/09/2020,South Sudan,120,0,2
12774,05/09/2020,Spain,223578,26478,133952
12775,05/09/2020,Sri Lanka,847,9,260
12776,05/09/2020,Sudan,1164,64,119
12777,05/09/2020,Suriname,10,1,9
12778,05/09/2020,Sweden,25921,3220,4971
12779,05/09/2020,Switzerland,30251,1830,26400
12780,05/09/2020,Syria,47,3,29
12781,05/09/2020,Taiwan,440,6,361
12782,05/09/2020,Tajikistan,612,20,0
12783,05/09/2020,Tanzania,509,21,183
12784,05/09/2020,Thailand,3004,56,2787
12785,05/09/2020,Timor-Leste,24,0,21
12786,05/09/2020,Togo,153,10,87
12787,05/09/2020,Trinidad and Tobago,116,8,104
12788,05/09/2020,Tunisia,1032,45,660
12789,05/09/2020,Turkey,137115,3739,89480
12790,05/09/2020,UK,216525,31662,1001
12791,05/09/2020,US,1309550,78795,212534
12792,05/09/2020,Uganda,116,0,55
12793,05/09/2020,Ukraine,14710,376,2909
12794,05/09/2020,United Arab Emirates,17417,185,4295
12795,05/09/2020,Uruguay,702,18,513
12796,05/09/2020,Uzbekistan,2349,10,1846
12797,05/09/2020,Venezuela,402,10,190
12798,05/09/2020,Vietnam,288,0,241
12799,05/09/2020,West Bank and Gaza,375,2,228
12800,05/09/2020,Western Sahara,6,0,5
12801,05/09/2020,Yemen,34,7,1
12802,05/09/2020,Zambia,252,7,112
12803,05/09/2020,Zimbabwe,35,4,9
12804,05/10/2020,Afghanistan,4402,120,558
12805,05/10/2020,Albania,868,31,650
12806,05/10/2020,Algeria,5723,502,2678
12807,05/10/2020,Andorra,755,48,550
12808,05/10/2020,Angola,45,2,13
12809,05/10/2020,Antigua and Barbuda,25,3,19
12810,05/10/2020,Argentina,6034,305,1757
12811,05/10/2020,Armenia,3313,45,1325
12812,05/10/2020,Australia,6948,97,6167
12813,05/10/2020,Austria,15871,618,13991
12814,05/10/2020,Azerbaijan,2519,32,1650
12815,05/10/2020,Bahamas,92,11,37
12816,05/10/2020,Bahrain,4941,8,2070
12817,05/10/2020,Bangladesh,14657,228,2650
12818,05/10/2020,Barbados,84,7,57
12819,05/10/2020,Belarus,22973,131,6406
12820,05/10/2020,Belgium,53081,8656,13642
12821,05/10/2020,Belize,18,2,16
12822,05/10/2020,Benin,319,2,62
12823,05/10/2020,Bhutan,7,0,5
12824,05/10/2020,Bolivia,2556,118,273
12825,05/10/2020,Bosnia and Herzegovina,2117,107,1106
12826,05/10/2020,Botswana,23,1,12
12827,05/10/2020,Brazil,162699,11123,64957
12828,05/10/2020,Brunei,141,1,134
12829,05/10/2020,Bulgaria,1965,91,444
12830,05/10/2020,Burkina Faso,751,49,577
12831,05/10/2020,Burma,180,6,72
12832,05/10/2020,Burundi,15,1,7
12833,05/10/2020,Cabo Verde,246,2,56
12834,05/10/2020,Cambodia,122,0,120
12835,05/10/2020,Cameroon,2579,114,1465
12836,05/10/2020,Canada,70091,4991,32109
12837,05/10/2020,Central African Republic,143,0,10
12838,05/10/2020,Chad,322,31,53
12839,05/10/2020,Chile,28866,312,13112
12840,05/10/2020,Colombia,11063,463,2705
12841,05/10/2020,Comoros,11,1,0
12842,05/10/2020,Congo (Brazzaville),274,10,33
12843,05/10/2020,Congo (Kinshasa),991,41,136
12844,05/10/2020,Costa Rica,792,7,501
12845,05/10/2020,Croatia,2187,90,1764
12846,05/10/2020,Cuba,1766,77,1193
12847,05/10/2020,Cyprus,898,16,401
12848,05/10/2020,Czech Republic,8123,280,4474
12849,05/10/2020,Denmark,10627,529,8415
12850,05/10/2020,Diamond Princess,712,13,651
12851,05/10/2020,Djibouti,1210,3,847
12852,05/10/2020,Dominica,16,0,15
12853,05/10/2020,Dominican Republic,10347,388,2763
12854,05/10/2020,Ecuador,29559,2127,3433
12855,05/10/2020,Egypt,9400,525,2075
12856,05/10/2020,El Salvador,889,17,293
12857,05/10/2020,Equatorial Guinea,439,4,13
12858,05/10/2020,Eritrea,39,0,37
12859,05/10/2020,Estonia,1739,60,750
12860,05/10/2020,Eswatini,172,2,27
12861,05/10/2020,Ethiopia,239,5,99
12862,05/10/2020,Fiji,18,0,14
12863,05/10/2020,Finland,5962,267,4000
12864,05/10/2020,France,177094,26383,56327
12865,05/10/2020,Gabon,661,8,110
12866,05/10/2020,Gambia,20,1,9
12867,05/10/2020,Georgia,635,10,309
12868,05/10/2020,Germany,171879,7569,144400
12869,05/10/2020,Ghana,4263,22,378
12870,05/10/2020,Greece,2716,151,1374
12871,05/10/2020,Grenada,21,0,13
12872,05/10/2020,Guatemala,1052,26,110
12873,05/10/2020,Guinea,2146,11,714
12874,05/10/2020,Guinea-Bissau,726,3,26
12875,05/10/2020,Guyana,104,10,35
12876,05/10/2020,Haiti,182,15,17
12877,05/10/2020,Holy See,12,0,2
12878,05/10/2020,Honduras,1972,108,203
12879,05/10/2020,Hong Kong,1047,4,982
12880,05/10/2020,Hungary,3263,413,933
12881,05/10/2020,Iceland,1801,10,1773
12882,05/10/2020,India,67161,2212,20969
12883,05/10/2020,Indonesia,14032,973,2698
12884,05/10/2020,Iran,107603,6640,86143
12885,05/10/2020,Iraq,2767,109,1734
12886,05/10/2020,Ireland,22996,1458,17110
12887,05/10/2020,Israel,16477,252,11430
12888,05/10/2020,Italy,219070,30560,105186
12889,05/10/2020,Ivory Coast,1700,21,794
12890,05/10/2020,Jamaica,502,9,90
12891,05/10/2020,Japan,15777,624,8127
12892,05/10/2020,Jordan,540,9,389
12893,05/10/2020,Kazakhstan,5090,31,1941
12894,05/10/2020,Kenya,672,32,239
12895,05/10/2020,Kosovo,870,28,653
12896,05/10/2020,Kuwait,8688,58,2729
12897,05/10/2020,Kyrgyzstan,1002,12,675
12898,05/10/2020,Laos,19,0,13
12899,05/10/2020,Latvia,939,18,464
12900,05/10/2020,Lebanon,845,26,234
12901,05/10/2020,Liberia,199,20,79
12902,05/10/2020,Libya,64,3,24
12903,05/10/2020,Liechtenstein,82,1,55
12904,05/10/2020,Lithuania,1479,50,828
12905,05/10/2020,Luxembourg,3886,101,3586
12906,05/10/2020,MS Zaandam,9,2,0
12907,05/10/2020,Macau,45,0,41
12908,05/10/2020,Madagascar,193,0,101
12909,05/10/2020,Mainland China,82918,4633,78144
12910,05/10/2020,Malawi,56,3,14
12911,05/10/2020,Malaysia,6656,108,5025
12912,05/10/2020,Maldives,835,3,29
12913,05/10/2020,Mali,704,38,351
12914,05/10/2020,Malta,496,5,433
12915,05/10/2020,Mauritania,8,1,6
12916,05/10/2020,Mauritius,332,10,320
12917,05/10/2020,Mexico,35022,3465,21824
12918,05/10/2020,Moldova,4927,169,1958
12919,05/10/2020,Monaco,96,4,82
12920,05/10/2020,Mongolia,42,0,14
12921,05/10/2020,Montenegro,324,9,290
12922,05/10/2020,Morocco,6063,188,2554
12923,05/10/2020,Mozambique,91,0,34
12924,05/10/2020,Namibia,16,0,11
12925,05/10/2020,Nepal,110,0,31
12926,05/10/2020,Netherlands,42826,5459,149
12927,05/10/2020,New Zealand,1497,21,1386
12928,05/10/2020,Nicaragua,16,5,7
12929,05/10/2020,Niger,821,46,624
12930,05/10/2020,Nigeria,4399,143,778
12931,05/10/2020,North Macedonia,1642,91,1136
12932,05/10/2020,Norway,8105,219,32
12933,05/10/2020,Oman,3399,17,1117
12934,05/10/2020,Pakistan,30334,659,8063
12935,05/10/2020,Panama,8448,244,4687
12936,05/10/2020,Papua New Guinea,8,0,8
12937,05/10/2020,Paraguay,713,10,165
12938,05/10/2020,Peru,67307,1889,21349
12939,05/10/2020,Philippines,10794,719,1924
12940,05/10/2020,Poland,15996,800,5698
12941,05/10/2020,Portugal,27581,1135,2549
12942,05/10/2020,Qatar,22520,14,2753
12943,05/10/2020,Romania,15362,961,7051
12944,05/10/2020,Russia,209688,1915,34306
12945,05/10/2020,Rwanda,284,0,140
12946,05/10/2020,Saint Kitts and Nevis,15,0,14
12947,05/10/2020,Saint Lucia,18,0,17
12948,05/10/2020,Saint Vincent and the Grenadines,17,0,9
12949,05/10/2020,San Marino,628,41,126
12950,05/10/2020,Sao Tome and Principe,208,5,4
12951,05/10/2020,Saudi Arabia,39048,246,11457
12952,05/10/2020,Senegal,1709,19,650
12953,05/10/2020,Serbia,10032,215,2732
12954,05/10/2020,Seychelles,11,0,10
12955,05/10/2020,Sierra Leone,307,18,67
12956,05/10/2020,Singapore,23336,20,2721
12957,05/10/2020,Slovakia,1457,26,941
12958,05/10/2020,Slovenia,1457,102,256
12959,05/10/2020,Somalia,1054,51,118
12960,05/10/2020,South Africa,10015,194,4173
12961,05/10/2020,South Korea,10909,256,9632
12962,05/10/2020,South Sudan,120,0,2
12963,05/10/2020,Spain,224350,26621,136166
12964,05/10/2020,Sri Lanka,863,9,321
12965,05/10/2020,Sudan,1365,70,149
12966,05/10/2020,Suriname,10,1,9
12967,05/10/2020,Sweden,26322,3225,4971
12968,05/10/2020,Switzerland,30305,1833,26600
12969,05/10/2020,Syria,47,3,29
12970,05/10/2020,Taiwan,440,6,366
12971,05/10/2020,Tajikistan,612,20,0
12972,05/10/2020,Tanzania,509,21,183
12973,05/10/2020,Thailand,3009,56,2794
12974,05/10/2020,Timor-Leste,24,0,21
12975,05/10/2020,Togo,174,11,89
12976,05/10/2020,Trinidad and Tobago,116,8,107
12977,05/10/2020,Tunisia,1032,45,700
12978,05/10/2020,Turkey,138657,3786,92691
12979,05/10/2020,UK,220449,31930,1002
12980,05/10/2020,US,1329260,79526,216169
12981,05/10/2020,Uganda,121,0,55
12982,05/10/2020,Ukraine,15232,391,3060
12983,05/10/2020,United Arab Emirates,18198,198,4804
12984,05/10/2020,Uruguay,707,19,517
12985,05/10/2020,Uzbekistan,2418,10,1881
12986,05/10/2020,Venezuela,414,10,193
12987,05/10/2020,Vietnam,288,0,241
12988,05/10/2020,West Bank and Gaza,375,2,263
12989,05/10/2020,Western Sahara,6,0,5
12990,05/10/2020,Yemen,51,8,1
12991,05/10/2020,Zambia,267,7,117
12992,05/10/2020,Zimbabwe,36,4,9
12993,05/11/2020,Afghanistan,4687,122,558
12994,05/11/2020,Albania,872,31,654
12995,05/11/2020,Algeria,5891,507,2841
12996,05/11/2020,Andorra,755,48,550
12997,05/11/2020,Angola,45,2,13
12998,05/11/2020,Antigua and Barbuda,25,3,19
12999,05/11/2020,Argentina,6278,314,1837
13000,05/11/2020,Armenia,3392,46,1359
13001,05/11/2020,Australia,6970,97,6213
13002,05/11/2020,Austria,15882,620,14061
13003,05/11/2020,Azerbaijan,2589,32,1680
13004,05/11/2020,Bahamas,93,11,39
13005,05/11/2020,Bahrain,5236,8,2152
13006,05/11/2020,Bangladesh,15691,239,2902
13007,05/11/2020,Barbados,84,7,57
13008,05/11/2020,Belarus,23906,135,6531
13009,05/11/2020,Belgium,53449,8707,13697
13010,05/11/2020,Belize,18,2,16
13011,05/11/2020,Benin,319,2,62
13012,05/11/2020,Bhutan,11,0,5
13013,05/11/2020,Bolivia,2831,122,299
13014,05/11/2020,Bosnia and Herzegovina,2141,113,1114
13015,05/11/2020,Botswana,24,1,12
13016,05/11/2020,Brazil,169594,11653,67384
13017,05/11/2020,Brunei,141,1,134
13018,05/11/2020,Bulgaria,1990,93,461
13019,05/11/2020,Burkina Faso,760,50,584
13020,05/11/2020,Burma,180,6,74
13021,05/11/2020,Burundi,15,1,7
13022,05/11/2020,Cabo Verde,260,2,58
13023,05/11/2020,Cambodia,122,0,121
13024,05/11/2020,Cameroon,2689,125,1524
13025,05/11/2020,Canada,71264,5115,33007
13026,05/11/2020,Central African Republic,143,0,10
13027,05/11/2020,Chad,322,31,53
13028,05/11/2020,Chile,30063,323,13605
13029,05/11/2020,Colombia,11613,479,2825
13030,05/11/2020,Comoros,11,1,0
13031,05/11/2020,Congo (Brazzaville),333,11,53
13032,05/11/2020,Congo (Kinshasa),1024,41,141
13033,05/11/2020,Costa Rica,801,7,517
13034,05/11/2020,Croatia,2196,91,1784
13035,05/11/2020,Cuba,1783,77,1229
13036,05/11/2020,Cyprus,901,16,401
13037,05/11/2020,Czech Republic,8176,282,4711
13038,05/11/2020,Denmark,10711,533,8526
13039,05/11/2020,Diamond Princess,712,13,651
13040,05/11/2020,Djibouti,1227,3,872
13041,05/11/2020,Dominica,16,0,15
13042,05/11/2020,Dominican Republic,10634,393,2870
13043,05/11/2020,Ecuador,29509,2145,3433
13044,05/11/2020,Egypt,9746,533,2172
13045,05/11/2020,El Salvador,958,18,325
13046,05/11/2020,Equatorial Guinea,439,4,13
13047,05/11/2020,Eritrea,39,0,38
13048,05/11/2020,Estonia,1741,61,751
13049,05/11/2020,Eswatini,175,2,28
13050,05/11/2020,Ethiopia,250,5,105
13051,05/11/2020,Fiji,18,0,14
13052,05/11/2020,Finland,5984,271,4000
13053,05/11/2020,France,177547,26646,56835
13054,05/11/2020,Gabon,802,9,127
13055,05/11/2020,Gambia,22,1,10
13056,05/11/2020,Georgia,638,11,317
13057,05/11/2020,Germany,172576,7661,145617
13058,05/11/2020,Ghana,4700,22,494
